Levels,Nodes,CarNumbers
46,5,0.1499851851851852
46,6,0.04151111111111111
46,7,0.03088888888888889
46,8,0.022459259259259262
46,9,0.13933333333333334
46,10,1.4814814814814815e-05
46,11,0.007644444444444444
46,12,0.0848888888888889
46,13,0.05284444444444445
46,14,0.03493333333333334
46,15,0.0
46,16,0.011422222222222222
46,17,0.009762962962962965
46,18,0.01934814814814815
46,19,0.06620740740740741
46,20,0.0
46,21,0.012562962962962963
46,22,0.08582222222222223
46,23,0.07281481481481482
46,24,0.0
46,25,0.0382962962962963
46,26,0.0
47,1,0.0
47,2,0.0
47,3,0.0
47,4,0.0
47,5,0.0
47,6,0.0
47,7,0.0
47,8,0.0
47,9,0.0
47,10,0.0
47,11,0.0
47,12,0.0
47,13,0.0
47,14,0.0
47,15,0.0
47,16,0.0
47,17,0.0
47,18,0.0
47,19,0.0
47,20,0.0
47,21,0.0
47,22,0.0
47,23,0.0
47,24,0.0
47,25,0.0
47,26,0.0
48,1,0.025940740740740736
48,2,0.008185185185185184
48,3,0.04278962962962963
48,4,0.09627037037037037
48,5,0.12748740740740738
48,6,0.03528444444444444
48,7,0.026255555555555553
48,8,0.01909037037037037
48,9,0.11843333333333332
48,10,1.2592592592592592e-05
48,11,0.006497777777777777
48,12,0.07215555555555556
48,13,0.04491777777777778
48,14,0.02969333333333333
48,15,0.0
48,16,0.009708888888888888
48,17,0.008298518518518518
48,18,0.016445925925925923
48,19,0.05627629629629629
48,20,0.0
48,21,0.010678518518518516
48,22,0.07294888888888888
48,23,0.06189259259259258
48,24,0.0
48,25,0.032551851851851846
48,26,0.0
49,1,0.0
49,2,0.0
49,3,0.0
49,4,0.0
49,5,0.0
49,6,0.0
49,7,0.0
49,8,0.0
49,9,0.0
49,10,0.0
49,11,0.0
49,12,0.0
49,13,0.0
49,14,0.0
49,15,0.0
49,16,0.0
49,17,0.0
49,18,0.0
49,19,0.0
49,20,0.0
49,21,0.0
49,22,0.0
49,23,0.0
49,24,0.0
49,25,0.0
49,26,0.0
50,1,0.021362962962962966
50,2,0.006740740740740742
50,3,0.03523851851851852
50,4,0.0792814814814815
50,5,0.10498962962962963
50,6,0.02905777777777778
50,7,0.021622222222222223
50,8,0.015721481481481482
50,9,0.09753333333333335
50,10,1.0370370370370372e-05
50,11,0.005351111111111111
50,12,0.05942222222222223
50,13,0.03699111111111112
50,14,0.024453333333333334
50,15,0.0
50,16,0.007995555555555556
50,17,0.006834074074074075
50,18,0.013543703703703705
50,19,0.046345185185185184
50,20,0.0
50,21,0.008794074074074074
50,22,0.06007555555555556
50,23,0.050970370370370374
50,24,0.0
50,25,0.02680740740740741
50,26,0.0
51,1,0.0
51,2,0.0
51,3,0.0
51,4,0.0
51,5,0.0
51,6,0.0
51,7,0.0
51,8,0.0
51,9,0.0
51,10,0.0
51,11,0.0
51,12,0.0
51,13,0.0
51,14,0.0
51,15,0.0
51,16,0.0
51,17,0.0
51,18,0.0
51,19,0.0
51,20,0.0
51,21,0.0
51,22,0.0
51,23,0.0
51,24,0.0
51,25,0.0
51,26,0.0
52,1,0.01678518518518518
52,2,0.0052962962962962955
52,3,0.027687407407407404
52,4,0.06229259259259259
52,5,0.08249185185185184
52,6,0.022831111111111108
52,7,0.016988888888888887
52,8,0.01235259259259259
52,9,0.07663333333333332
52,10,8.148148148148147e-06
52,11,0.004204444444444444
52,12,0.046688888888888884
52,13,0.029064444444444445
52,14,0.019213333333333332
52,15,0.0
52,16,0.006282222222222222
