Nodes,CharCap
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.014425802969636097
7,0.04048765331998706
8,0.0
9,0.8407525925925927
10,0.0
11,0.0
12,0.28666388888888894
13,0.4623888888888889
14,0.07772666666666654
15,0.0
16,0.0508288888888888
17,0.0491155555555555
18,0.1328222222222222
19,0.20364530814147497
20,0.0
21,0.05590518518518511
22,0.1950135802469135
23,0.2929264691358024
24,0.0
25,0.0
26,0.0
